ID_REF,GSM494556,GSM494557,GSM494558,GSM494559,GSM494560
232614_at,6.4567,5.65984,8.18708,5.47176,5.27719
232615_at,10.9974,10.0269,11.7483,8.2587,8.05751
232616_at,4.86771,4.90591,5.20534,5.24047,5.03626
232617_at,11.9646,10.2015,11.0025,10.7757,10.4149
232618_at,3.61093,3.56395,3.43678,3.46142,3.67365
232619_at,6.70629,6.66999,5.93276,7.04311,6.43251
232620_at,6.21645,6.33529,5.92977,6.39567,5.53517
232621_at,4.77012,4.96593,5.35678,4.17656,4.17993
232622_at,4.21152,4.19879,4.26566,4.87024,4.50803
232623_at,6.04253,6.08735,6.31022,5.79876,6.30273
232624_at,5.87238,6.0229,6.09448,5.84073,5.84636
232625_at,5.32733,5.58876,5.41441,5.25561,5.42598
232626_at,4.6207,4.6904,5.23554,4.445,4.83955
232627_at,4.50454,4.94022,4.8392,4.63601,4.37327
232628_at,8.98461,10.6055,10.2634,8.65655,7.11325
232629_at,3.66675,4.18162,3.88584,4.839,3.62146
232630_at,3.84085,3.74605,4.12067,3.65983,3.63452
232631_at,6.48755,5.80836,5.93519,5.95603,5.4456
232632_at,6.0095,6.47013,6.70169,5.16677,4.70778
232633_at,5.94445,5.31805,6.57233,5.30046,5.54809
232634_at,5.36596,5.5038,5.08592,5.01143,4.96928
232635_at,4.74781,4.976,5.02155,4.91563,5.4113
232636_at,3.88396,3.85973,4.27993,4.19034,4.64009
232637_at,5.60711,5.63116,5.5844,5.259,5.203
232638_at,3.77606,3.99474,3.91133,3.82062,4.01218
232639_at,5.04445,4.73908,4.85381,5.09327,4.873
232640_at,6.61129,6.69352,6.55212,6.29546,6.65861
232641_at,4.34559,4.39682,4.64831,6.24854,3.9291
232642_at,6.95392,6.97621,6.56236,6.6353,6.52014
232643_at,6.04253,6.36171,5.8138,5.9763,5.40932
232644_x_at,8.62244,9.25569,9.57391,8.10626,8.04671
232645_at,7.85819,8.52246,9.17945,7.60533,7.46187
232646_at,7.0109,6.43946,7.03514,6.36699,6.40123
232647_at,6.33803,7.32006,6.54486,6.20147,5.9749
232648_at,4.56919,5.21164,5.08819,4.50757,4.76144
232649_at,6.85123,7.11387,7.27906,6.55779,6.50181
232650_at,5.10631,4.8898,5.09007,5.20905,5.03829
232651_at,4.2402,4.28483,3.84213,3.729,3.89843
232652_x_at,9.12454,10.0287,9.18225,9.34651,9.65167
232653_at,8.11075,6.12159,7.99924,5.50065,6.52038
232654_s_at,5.03644,4.52038,4.57165,4.57665,4.46753
232655_at,4.67374,4.70517,4.67946,4.7287,4.88309
232656_at,6.02066,5.71769,3.82427,4.46931,4.33311
232657_at,4.97147,4.73114,4.91316,4.9946,5.11276
232658_at,6.74017,6.69035,6.67654,6.58584,7.02557
232659_at,5.50968,5.12079,5.22326,4.44698,4.81974
232660_at,6.55867,6.65951,6.35778,6.54749,6.17383
232661_s_at,5.5478,5.0171,5.21708,4.83334,5.37313
232662_x_at,7.79094,8.32403,8.40721,9.19296,8.19749
232663_s_at,6.00581,6.63167,6.61936,6.32525,6.29353
232664_at,4.04235,4.07461,4.16377,3.93932,3.6322
232665_x_at,5.22382,5.08783,5.79525,4.65666,4.59149
232666_at,5.70364,5.57719,6.06693,5.2312,5.4935
232667_at,6.59912,6.27678,7.93251,6.71447,6.78206
232668_at,5.25444,4.12485,4.43162,4.28452,5.4203
232669_at,5.13418,5.22803,5.62252,5.28639,5.30193
232670_at,6.67675,6.56287,7.28665,6.43642,6.15376
232671_at,4.33628,4.53508,4.79493,4.48486,4.60748
232672_x_at,4.23395,3.93509,3.82669,3.91666,3.77182
232673_at,3.55707,3.6132,3.86353,3.37298,3.38635
232674_at,6.34303,5.72026,6.01055,6.01111,5.97899
232675_s_at,6.1461,6.82721,6.30013,5.65486,6.0221
232676_x_at,7.62876,9.25332,8.55457,8.62572,8.19954
232677_at,4.92242,5.09923,4.87578,5.55312,5.17736
232678_at,5.37618,5.84094,5.85373,6.09852,5.62819
232679_at,4.18812,4.30349,4.76923,4.00584,4.07044
232680_at,7.53402,7.73752,7.81383,7.24556,7.25214
232681_at,7.87076,5.89619,8.13957,6.23767,6.40467
232682_at,6.34774,6.25199,5.14796,6.46249,6.71783
232683_s_at,8.22928,7.89804,9.02764,8.18398,8.32509
232684_at,7.19792,8.12627,7.11297,7.52344,6.95605
232685_at,7.66733,6.71501,7.58777,6.18146,6.35316
232686_at,5.88537,5.94541,6.54285,6.6849,7.66024
232687_at,6.5409,6.42054,6.61344,7.15874,7.5461
232688_at,3.90281,3.98978,4.20137,4.33831,4.40991
232689_at,3.80458,3.99797,4.00078,4.00895,4.01772
232690_at,5.82046,5.97706,5.3692,5.58238,6.01507
232691_at,3.64708,3.53658,3.68987,3.45754,3.79411
232692_at,4.14111,4.68932,4.52056,4.81506,4.678
232693_s_at,8.43639,7.93131,7.6998,8.22619,7.38038
232694_at,5.12359,4.74284,4.78909,4.55189,4.63049
232695_at,4.93213,4.93895,4.89487,5.01823,4.69683
232696_at,4.12957,4.65423,5.08829,4.04951,3.88686
232697_at,4.92688,4.87265,4.56986,5.08877,4.72786
232698_at,6.49155,6.45214,6.76417,6.21728,6.54451
232699_at,5.78282,5.84184,5.86574,6.02919,5.48338
232700_at,7.26858,7.2204,7.5191,6.93571,7.31445
232701_at,5.78678,4.92548,6.49695,4.68701,4.82095
232702_at,6.82972,6.24043,5.36798,5.79654,5.89099
232703_at,5.08441,5.23073,5.12735,4.59236,4.76085
232704_s_at,5.29866,5.49935,6.13114,4.97726,5.12265
232705_at,4.81974,5.07319,5.19257,4.7417,4.73501
232706_s_at,7.99228,7.92941,7.87935,7.80392,7.70552
232707_at,4.27827,4.62033,4.25927,5.72885,4.99982
232708_at,5.51641,5.47351,5.77819,4.96347,5.35184
232709_at,5.87146,5.75403,5.95207,7.27549,7.21908
232710_at,5.61827,5.40678,6.43119,5.45886,5.58422
232711_at,5.42956,5.4855,5.38193,4.95159,4.91563
232712_at,3.5947,3.39682,3.63305,3.50678,3.53417
232713_at,4.30906,3.95563,4.08066,4.32138,4.29249
232714_at,4.34252,4.40921,4.7039,4.19579,4.25404
232715_at,5.27864,5.14303,4.95981,5.09952,4.94503
232716_at,6.59158,5.51045,6.64712,5.5692,5.41441
232717_at,4.91968,5.18416,5.23726,4.96251,5.05541
232718_at,5.37618,5.47467,5.26139,5.11354,4.98983
232719_at,5.32085,5.38803,5.35442,5.45588,5.66127
232720_at,4.32993,4.33734,3.96337,4.13886,4.04779
232721_at,4.24808,4.83156,4.31539,4.24363,4.44174
232722_at,4.96978,4.55071,5.01484,4.02921,4.04457
232723_at,4.17675,3.82007,4.1655,4.00317,4.02271
232724_at,7.79363,7.05678,6.87221,5.73485,6.36457
232725_s_at,3.6759,4.29202,4.09949,3.97702,4.18855
232726_at,8.94596,8.08321,9.19787,6.18039,6.78804
232727_at,6.57296,6.72869,6.48798,6.25586,5.99111
232729_at,4.89767,4.66218,4.86398,4.67355,4.95981
232730_at,5.81341,5.78627,5.61212,5.38445,6.0345
232731_x_at,4.97977,4.72232,5.1856,4.8489,4.94378
232732_at,6.28452,7.0834,6.26814,6.8243,6.44323
232733_s_at,6.03561,5.76034,5.58167,5.87026,5.82244
232734_at,4.45724,4.16366,3.93236,5.03634,4.47222
232735_at,7.08065,6.67107,6.64239,6.493,6.70588
232736_s_at,6.49971,7.48766,7.04555,6.47633,6.43181
232737_s_at,3.54881,3.68449,4.52515,7.1339,9.14738
232738_at,4.16538,4.12127,4.23697,4.58655,4.20813
232739_at,4.4266,4.41619,5.06017,4.76527,4.97411
232740_at,4.41592,4.17359,4.94096,4.38904,4.65213
232741_at,4.24722,4.03078,3.86257,3.98652,3.99805
232742_at,4.11722,4.38679,4.59619,4.14415,4.30651
232743_at,4.75657,4.93465,4.55699,4.63601,4.89095
232744_x_at,7.42466,6.29016,8.72997,6.1723,6.21333
232745_x_at,4.37099,4.69664,5.03692,4.49345,4.46237
232746_at,4.19673,4.18636,4.7288,5.08665,5.25763
232747_at,5.70995,5.42628,5.34967,5.59305,5.34191
232748_at,4.56815,4.59319,4.73484,4.19913,4.26588
232749_at,5.2341,5.04332,5.24716,4.66245,4.76731
232750_at,4.49674,4.50983,5.93166,4.09965,4.27754
232751_at,4.42668,4.1851,4.09491,4.20488,3.91082
232752_at,6.16763,4.32776,4.92123,6.70307,6.41499
232753_at,4.56258,4.72224,4.40956,4.63467,4.52206
232754_at,3.99207,3.92992,3.86878,3.81342,4.08872
232755_at,5.46828,5.89844,5.80873,5.2812,5.33943
232756_at,5.75992,6.05099,5.82426,6.00919,5.79256
232757_at,5.00003,4.88236,5.49082,4.60152,5.21447
232758_s_at,5.38793,5.1698,4.96873,5.57119,5.77334
232759_at,4.37552,4.08278,4.9116,4.07277,4.33952
232760_at,3.43298,3.4677,3.57411,4.61126,3.39832
232761_at,7.8372,8.21194,9.1219,7.43763,7.22579
232762_at,7.08432,7.49745,8.24318,6.9089,6.4699
232763_at,5.8802,6.29353,6.60689,5.62213,5.026
232764_at,6.10168,5.78678,5.77132,6.12113,5.63998
232765_x_at,7.57547,10.2599,8.13404,8.79494,8.68382
232766_at,4.19818,4.0551,4.11508,4.24063,4.39363
232767_at,5.57935,6.93559,5.82447,5.67598,5.35357
232768_at,4.91179,4.79211,5.21511,4.53115,4.30231
232769_at,6.03916,5.94301,6.20594,5.75007,5.77873
232770_at,4.53423,4.09925,4.12127,5.06214,4.26636
232771_at,3.62017,4.03423,3.81563,4.1724,4.00575
232772_at,4.94022,4.69204,4.86209,5.0377,5.71544
232773_at,6.49746,5.19606,6.30024,5.01505,4.83682
232774_x_at,4.49865,4.86425,5.31186,4.61585,4.94096
232775_at,5.34652,5.41912,5.67766,5.46742,5.48329
232776_at,7.4186,6.47415,7.48293,5.96324,5.6261
232777_s_at,4.07811,4.39876,4.2331,4.53784,4.32138
232778_at,5.64662,6.02086,7.65453,4.9291,5.0833
232779_at,7.42089,4.75278,5.16444,5.33331,5.7929
232780_s_at,7.22277,7.24895,7.41727,8.17989,7.8167
232781_at,4.38264,4.55571,4.4449,4.54683,4.30866
232782_at,5.39571,5.33443,5.161,5.3836,5.42419
232783_at,4.8529,4.59537,5.00744,4.92953,5.13589
232784_at,6.26081,6.47351,6.99464,6.03624,6.04862
232785_at,4.85839,5.04846,4.55601,4.69839,5.02779
232786_at,3.83508,3.94735,3.49758,4.79088,3.89224
232787_at,6.51041,6.40797,6.55171,6.14508,6.72785
232788_at,5.83933,5.30688,5.81181,4.97689,4.94196
232789_at,4.95236,4.79078,4.76028,4.80203,4.80651
232790_at,5.80245,6.83235,5.75078,6.30114,5.4971
232791_at,4.13328,3.79777,3.99321,3.80792,3.85572
232792_at,4.75693,4.71241,5.21837,5.38812,5.38735
232793_at,5.42342,8.95735,6.3535,7.11297,6.66166
232794_at,4.63876,5.1604,5.99385,6.25677,6.27807
232795_at,4.5374,4.4523,4.75478,5.51204,4.71696
232796_at,6.88719,5.43204,6.26211,5.64989,5.77895
232797_at,8.95586,6.54797,9.70756,5.27763,6.49525
232798_at,5.2962,5.89792,6.45725,5.33979,6.04178
232799_at,4.1048,4.3302,4.11566,4.11379,4.07779
232800_at,4.63755,5.28752,5.07916,5.32106,4.95946
232801_at,3.92193,4.01528,4.03262,3.17823,3.43333
232802_at,7.97862,6.82972,5.68876,5.7358,6.85574
232803_at,3.94964,4.71751,3.61365,4.10424,3.80792
232804_at,3.66945,4.11987,3.81537,3.98807,3.83045
232805_at,4.13975,4.20947,6.80264,4.15212,5.45063
232806_s_at,5.77678,5.89698,5.76432,5.9913,5.78648
232807_at,7.01762,6.787,7.00084,6.87148,6.95153
232808_at,7.09171,6.67524,7.5741,6.35079,6.46012
232809_s_at,9.18245,8.65617,8.61093,8.13766,7.91988
232810_at,4.65268,5.36977,4.68738,5.95983,5.01345
232811_x_at,6.15216,5.7431,5.66781,5.83259,5.7969
232812_at,4.96547,4.90902,4.8741,6.60202,5.90337
232813_s_at,5.46989,5.50235,5.87839,5.67788,5.45588
232814_x_at,9.21644,9.37269,9.64342,8.00329,8.05229
232815_at,4.61109,4.80244,4.14398,4.36581,4.6575
232816_s_at,5.18723,4.72995,4.77537,5.33102,5.07783
232817_at,3.50109,3.52681,3.53101,3.69674,3.89261
232818_at,4.86217,4.45906,5.09657,4.31217,4.56258
232819_s_at,7.03944,7.05502,7.05387,6.72255,6.6311
232820_s_at,6.66662,6.50832,6.23517,5.53959,5.98094
232821_at,4.75441,5.37628,5.33725,4.82777,4.77946
232822_x_at,3.88866,4.20365,4.10626,3.99815,4.00476
232823_at,4.81141,4.52867,4.61924,4.6176,4.32498
232824_at,3.70894,3.78627,4.29411,3.7524,3.65382
232825_s_at,4.54526,4.51267,4.62113,4.76037,4.9513
232826_at,3.88602,3.9055,3.91029,4.03133,4.04408
232827_at,5.33507,6.24999,5.31233,7.46666,7.01278
232828_at,5.80718,6.10288,6.093,5.58372,5.40463
232829_at,4.87836,5.00664,4.78909,4.49691,4.98013
232830_at,3.66074,3.98263,3.86086,4.33247,4.18655
232831_at,6.36641,6.28589,6.24628,5.97257,5.72057
232832_at,4.70144,4.69204,5.03537,4.62825,4.65423
232833_at,4.3694,4.20097,5.38379,4.60844,4.64432
232834_at,7.35573,7.18895,7.75154,7.05652,7.14259
232835_at,7.18236,6.34335,7.65453,6.63793,6.84735
232836_at,5.55808,5.85587,5.76003,5.60219,5.55881
232837_at,6.19664,6.09448,6.02783,5.96314,6.56099
232838_at,5.84611,5.84726,5.72457,5.61232,5.31415
232839_at,4.09457,4.11068,4.07603,4.51038,4.08742
232840_at,3.67967,3.93453,3.63611,3.86185,3.8147
232841_at,7.81464,8.01787,8.3335,7.20138,7.49958
232842_at,4.3002,4.26457,4.37814,4.7633,4.71916
232843_s_at,6.05699,6.62733,7.81352,6.99756,7.30221
232844_at,6.29898,5.91578,6.06422,5.76696,5.76882
232845_at,6.27284,6.18435,5.72037,6.10224,6.18727
232846_s_at,5.40445,5.53938,5.24848,5.73844,6.20917
232847_at,3.93942,3.7719,3.75122,3.67967,3.74714
232848_at,3.85999,3.91397,4.29036,3.93722,4.13673
232849_at,5.05487,5.73274,5.28599,4.86613,5.10184
232850_at,4.68315,4.63329,4.13488,4.88047,4.16677
232851_at,4.2395,4.09613,4.3711,4.01193,4.04012
232852_at,6.60213,5.99225,8.74586,5.24321,5.31406
232853_at,5.04508,5.01961,4.63417,5.20102,4.75027
232854_at,4.27523,4.68079,4.46133,4.88799,4.80111
232855_at,4.33854,4.31885,4.93492,4.38441,3.88396
232856_at,4.60968,4.43992,4.45959,4.13949,4.18197
232857_at,5.42129,5.09483,5.04622,5.4518,5.50214
232858_at,4.44133,4.35437,4.43088,4.45796,4.67683
232859_s_at,8.19541,7.96841,7.53852,7.8729,8.06988
232860_x_at,5.95175,5.96304,5.81956,6.77329,6.46606
232861_at,4.55951,5.00023,4.49606,4.70361,4.45823
232862_at,3.99448,3.99916,4.13137,3.86729,3.94365
232863_at,5.56625,5.85331,5.32095,5.24183,5.26685
232864_s_at,6.29716,5.73179,6.04061,5.2429,5.40472
232865_at,7.96796,7.86676,8.54207,7.39321,7.06513
232866_at,5.97082,6.53728,6.1875,5.65173,5.95448
232867_at,6.50416,7.24657,8.13237,6.06086,6.10949
232868_at,4.02911,3.82621,4.12239,3.9785,3.94609
232869_at,5.79805,5.84335,5.56524,5.98675,6.0454
232870_at,6.43353,6.48351,6.48719,6.20018,6.4991
232871_at,5.42551,5.60239,5.13251,5.0425,5.2815
232872_at,3.54867,3.46956,3.46804,3.36907,3.54367
232873_at,6.10381,6.69807,5.68768,6.6229,6.08715
232874_at,8.63213,8.29704,10.0856,6.07422,6.27082
232875_at,3.71301,4.23905,4.07761,3.79676,4.02054
232876_at,5.22421,5.20824,5.74136,5.36623,5.11037
232877_at,4.41902,4.72843,4.58239,4.13129,4.08933
232878_at,5.94445,5.28811,4.97968,5.00611,4.55179
232879_at,4.39712,4.27907,5.22828,4.03688,3.88517
232880_at,5.86593,6.68409,6.08758,5.92888,5.75868
232881_at,4.07312,3.90803,3.85051,4.25526,3.89924
232882_at,8.70304,7.09131,9.41894,6.74069,6.63936
232883_at,4.47897,4.64113,5.7877,4.05232,4.3685
232884_s_at,6.45075,5.98822,7.35006,7.23972,6.80914
232885_at,3.98945,3.62217,4.67946,3.61952,3.65668
232886_at,4.52694,4.74549,5.12673,4.53607,4.45053
232887_at,5.63904,6.26538,6.27385,5.82639,5.41586
232888_at,4.38643,4.87981,4.91766,4.15243,3.93831
232889_at,8.87819,8.35865,10.5131,7.21084,7.58807
232890_at,6.13148,6.67654,7.79921,5.92888,5.90112
232891_at,7.12892,7.10247,6.85442,6.48442,6.63728
232892_at,7.30312,7.51234,7.30098,6.94585,6.68756
232893_at,4.9514,5.27556,4.48793,5.06466,5.54763
232894_at,5.42264,5.72295,5.49923,5.48632,5.62695
232895_s_at,6.54195,5.91993,5.68838,6.05233,5.99748
232896_at,4.0541,4.1133,4.21471,3.61354,3.94886
232897_at,6.33656,6.95139,5.74614,6.12948,5.72193
232898_at,7.12818,6.38478,7.58013,4.61419,5.44709
232899_at,7.53322,8.05133,7.6471,8.73273,8.76316
232900_at,5.06244,5.23693,5.31443,5.13514,4.90205
232901_at,4.67543,4.35782,4.30677,3.97571,4.25575
232902_s_at,8.08921,6.70921,7.18222,7.48586,7.73645
232903_at,5.7852,5.61766,7.11456,5.62735,5.5867
232904_at,4.39045,4.35566,4.4151,4.14504,4.28224
232905_at,3.37784,3.61152,3.60876,3.55297,3.64079
232906_at,5.71799,5.61707,5.91219,5.4456,5.51553
232907_at,7.58416,7.35251,7.53476,7.00213,7.27174
232908_at,5.15118,5.85268,5.54016,4.50963,4.70166
232909_s_at,9.5969,10.2732,9.89733,9.12048,9.07358
232910_at,4.5135,4.50587,5.28861,4.68376,4.44239
232911_at,3.70287,3.80211,3.89438,4.34453,3.98473
232912_at,5.3907,4.4299,4.97958,4.08357,4.32119
232913_at,5.99984,5.8499,6.01173,5.81755,5.86915
232914_s_at,11.306,9.73568,10.3071,9.87603,9.09766
232915_at,5.07623,5.43973,4.9691,4.993,5.30649
232916_at,5.3032,5.44294,5.80826,4.83334,4.80594
232917_at,4.66303,4.78014,4.68607,4.86716,4.69272
232918_at,7.12306,6.71747,7.05864,6.58664,7.1839
232919_at,4.88547,5.21829,4.92599,5.16741,5.04593
232920_at,4.42473,4.65703,4.26636,4.50773,4.43043
232921_at,5.19156,4.09587,4.87626,4.63806,4.50812
232922_s_at,7.32724,6.63156,6.57419,6.52862,6.8807
232923_at,6.58125,6.56557,6.24523,6.13782,6.36273
232924_at,4.21813,4.06564,4.79417,4.27052,4.06162
232925_at,5.69839,8.04798,5.87267,4.99743,5.84419
232926_x_at,6.06921,6.42978,6.07448,6.05818,6.15888
232927_at,4.37963,4.10928,4.36759,4.22411,4.13345
232928_at,5.66391,5.29041,5.95466,5.27537,5.48508
232929_at,7.65469,6.60426,7.15004,5.63894,5.66568
232930_at,4.52506,4.18742,5.02751,4.50108,4.77137
232931_at,6.4308,6.55017,6.66836,7.43091,7.33032
232932_at,5.32996,5.73833,5.17968,5.59576,5.53517
232933_at,5.6609,5.66263,5.21172,5.61159,5.29234
232934_at,4.17547,3.99521,3.99338,3.7203,3.97739
232935_at,7.8678,7.62425,9.71744,5.1628,4.69624
232936_at,4.31368,4.64554,4.21824,4.3675,4.23611
232937_at,7.82041,8.18073,8.20085,7.45387,7.38691
232938_at,6.90383,6.69901,6.22,6.54462,6.25551
232939_at,4.45842,4.58598,4.28093,4.24063,3.85572
232940_s_at,6.72298,6.86312,6.1062,7.84516,7.67153
232941_at,5.33906,4.78014,5.32716,5.01191,5.06165
232942_at,5.50167,5.24429,4.77082,4.99846,5.21518
232943_at,3.88272,3.96257,4.16639,3.93877,3.98721
232944_at,5.43507,5.04895,5.29099,4.77529,4.29027
232945_at,3.66863,3.79009,3.59206,3.63316,3.81895
232946_s_at,9.09108,8.77801,8.88204,8.34185,8.40538
232947_at,5.14699,4.32556,5.22412,5.34181,4.98013
232948_at,6.24946,6.45086,6.30827,6.50608,6.39904
232949_at,7.11519,7.74727,8.08808,7.19647,7.14884
232950_s_at,7.12127,7.63383,8.37776,7.16295,7.37097
232951_at,4.72214,5.08022,5.13788,4.81536,5.08695
232952_at,4.9857,5.06253,5.34563,5.26405,5.27164
232953_at,3.72829,3.7954,4.0517,3.89558,3.83693
232954_at,5.60368,5.37044,4.95236,5.39485,5.58955
232955_at,5.33548,5.03987,5.29109,5.03103,5.30498
232956_at,4.49293,4.94838,4.8187,5.01823,4.57165
232957_x_at,4.28602,3.98385,4.48839,4.3428,4.12888
232958_at,3.33894,3.45169,3.34818,3.35837,3.37852
232959_at,5.29109,5.21261,5.02818,4.81429,4.87419
232960_at,3.97501,4.03173,3.86488,4.33581,3.97672
232961_at,4.91849,4.07943,4.1413,3.92084,3.99629
232962_x_at,3.91244,3.92779,4.02423,3.71955,3.70629
232963_at,4.21981,3.92213,5.45967,4.16308,4.34933
232964_at,5.22917,5.22995,5.51976,5.96897,5.71236
232965_at,4.83407,4.77239,4.50642,5.54633,5.52053
232966_at,6.01497,5.72264,5.58598,5.43859,5.4401
232967_at,4.46894,4.05772,4.06932,4.27339,4.26073
232968_at,8.20005,5.79625,5.63136,7.95162,6.5439
232969_at,4.8872,4.5238,4.39054,4.39498,4.6161
232970_at,6.35635,6.22494,5.92129,6.14771,5.8027
232971_at,3.45385,3.6072,3.54531,3.42997,3.53114
232972_at,7.04638,7.92052,7.62969,7.71846,7.34104
232973_at,5.5715,5.68226,5.17161,5.71573,5.77884
232974_at,6.92993,6.23887,6.69565,6.13354,6.20661
232975_at,6.66447,6.27372,7.03514,6.28825,5.92986
232976_at,5.525,5.71995,5.48751,5.33215,5.49521
232977_x_at,9.38508,9.41437,7.20956,7.7667,8.1103
232978_at,5.99327,4.63901,4.95609,4.74209,4.62293
232979_at,6.51601,5.9527,6.93406,5.66311,6.0639
232980_at,4.21561,3.97785,3.80014,3.37569,3.64173
232981_s_at,7.34901,7.55073,6.8522,7.11872,7.40734
232982_at,4.32604,4.22654,4.04371,4.16462,4.16734
232983_s_at,7.73597,7.91819,7.78909,8.51845,8.27373
232984_at,6.00362,6.32462,5.82617,5.60768,5.49051
232985_s_at,3.76696,3.86729,3.78074,3.88127,3.77033
232986_at,4.43482,4.65616,4.39354,4.20488,4.63678
232987_at,4.50308,5.01286,4.97931,5.12283,4.93144
232988_at,5.91349,5.93336,6.00144,5.82458,5.61179
232989_s_at,4.70567,4.93424,4.62883,4.70807,5.07273
232990_at,4.53423,5.69559,5.27658,6.27984,5.67
232991_at,5.67214,6.89312,6.42926,5.58893,5.58903
232992_at,4.45906,4.73308,4.6207,4.47865,4.66953
232993_at,3.69017,3.49992,3.75912,3.59256,3.60664
232994_s_at,8.40825,6.13434,6.91601,6.99519,7.16239
232995_at,5.25233,6.52456,5.98167,6.07009,5.96749
232996_at,5.51337,5.51793,5.18672,5.17643,5.13899
232997_at,3.66271,3.75537,3.48877,3.87499,3.56054
232998_at,4.1796,4.06582,4.29002,4.11498,3.86267
232999_at,3.57721,3.55756,3.50083,3.82518,3.64432
233000_x_at,5.47577,5.27719,5.22402,5.37998,5.45865
233001_at,6.16428,5.85903,6.03081,5.88451,6.00904
233002_at,3.71477,3.42274,4.02558,5.29769,5.08763
233003_at,6.493,6.54639,6.9273,6.01705,6.26273
233004_x_at,6.24169,6.36842,7.75827,5.16416,5.49815
233005_at,4.77175,4.31801,4.32729,4.45129,4.19597
233006_at,6.53486,6.7767,6.87919,6.27632,6.33051
233007_at,5.81171,5.59107,5.50093,4.35198,4.51771
233008_at,5.92734,5.65584,5.55,5.51075,5.63157
233009_at,5.89404,5.4332,5.43517,5.24192,5.10204
233010_at,5.63587,4.76153,5.55549,6.09364,4.96222
233011_at,7.26887,5.95908,7.72989,7.61823,6.67643
233012_at,3.52098,3.56458,3.81056,3.59256,3.54751
233013_x_at,8.25,9.05045,8.35812,8.97961,8.50459
233014_at,5.95106,6.62915,6.94759,6.1551,5.71603
233015_at,5.32195,4.94695,5.15812,5.10204,4.7213
233016_at,5.24399,5.10146,4.91532,4.85798,4.88872
233017_x_at,6.86605,7.43285,8.21297,6.46204,6.28122
233018_at,5.24237,5.05774,4.90217,5.24341,5.37151
233019_at,4.48774,4.17369,5.79496,4.93679,4.2523
233020_at,6.50226,5.03351,5.22871,5.38388,6.1355
233021_at,6.52825,7.09086,6.99592,7.50969,6.52751
233022_at,5.49955,5.15774,5.26587,5.57464,5.09473
233023_at,3.96125,3.50823,3.64736,3.76286,3.65047
233024_at,4.03972,4.86724,4.96537,4.3045,4.24396
233025_at,4.47275,4.90205,5.95207,4.40423,4.30097
233026_s_at,4.58983,4.16709,4.5451,4.26502,4.65284
233027_at,6.29691,5.26578,5.29041,4.23939,4.55434
233028_at,4.42473,4.41752,4.35207,4.21254,4.29146
233029_at,5.78263,5.7362,5.66201,5.57665,5.56318
233030_at,6.05981,6.08067,6.37435,6.61454,6.24999
233031_at,4.76125,4.53306,4.13533,4.01149,4.12719
233032_x_at,4.30888,3.9277,3.77554,4.79436,4.85734
233033_at,4.17403,4.03423,4.12667,4.32351,4.30493
233034_at,3.55989,3.71422,3.4702,3.81159,3.63686
233035_at,4.05914,3.94735,4.73484,3.99169,3.83306
233036_at,6.96667,6.01237,8.44845,5.7168,6.20758
233037_at,4.66889,4.20429,6.61178,4.86312,4.95176
233038_at,4.16453,4.48404,3.94506,4.41403,4.10592
233039_at,3.69386,4.03423,3.61983,3.56949,3.5947
233040_at,4.33346,4.08942,3.50276,4.55415,4.30995
233041_x_at,7.75431,8.2253,9.06219,7.27393,7.63286
233042_at,4.61118,4.66088,5.06749,4.35993,4.39489
233043_at,3.71431,3.95451,3.98065,3.78549,3.76878
233044_at,6.08013,7.97443,6.93406,7.19792,8.65131
233045_at,3.82381,3.52364,3.66215,3.63423,3.80057
233046_at,3.57205,3.57398,3.70278,3.94672,3.68516
233047_at,4.58983,4.48646,4.30632,4.5401,4.55571
233048_at,4.88407,4.90396,4.7541,5.10775,4.75383
233049_x_at,10.5484,11.5185,10.6772,10.7797,10.4457
233050_at,3.62017,3.83358,3.76268,3.75199,4.01744
233051_at,5.77985,6.43698,6.0102,5.77799,5.37477
233052_at,4.8432,4.29231,4.49625,5.84083,4.2755
233053_at,3.76043,3.4011,4.01457,3.42324,3.50823
233054_at,4.26252,4.01413,3.92292,4.12405,4.25724
233055_at,5.43045,5.4067,5.54356,5.26189,5.31512
233056_x_at,8.22122,8.43532,9.85573,7.71423,7.68759
233057_at,5.7463,6.09121,7.05056,6.1134,5.71386
233058_at,5.48644,5.75901,5.38086,6.2364,6.04355
233059_at,3.69128,3.53216,4.03752,3.69992,3.6194
233060_at,5.70295,5.72334,5.69243,5.88469,5.90051
233061_at,5.98734,6.0981,5.63394,6.10664,6.08278
233062_at,4.5458,4.33814,4.65712,4.46015,4.54931
233063_s_at,6.40727,5.94063,5.78678,6.64869,6.3172
233064_at,4.63931,4.68147,4.56031,4.90058,4.88799
233065_at,6.30401,6.85628,5.97142,6.63893,7.00911
233066_at,3.75563,3.58684,3.8312,3.75828,3.8861
233067_at,5.66547,5.81712,5.5867,5.54474,5.57954
233068_at,8.10689,7.06526,7.24516,8.42992,8.02569
233069_at,5.51018,5.62182,5.39639,5.97805,5.75249
233070_at,4.56452,4.86163,4.61386,5.10034,4.96296
233071_at,3.57114,3.49442,3.55168,3.85489,3.57513
233072_at,5.71967,5.52973,6.05252,5.39439,5.59476
233073_at,4.44795,4.14213,4.98695,4.5374,4.05696
233074_at,4.27052,4.50391,4.60083,4.49075,4.17631
233075_at,4.82788,4.75441,4.76638,4.91444,4.91647
